Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,IMDB Rating Scaled
El Camino: A Breaking Bad Movie,2019,91,98.535,Vince Gilligan,"Aaron Paul, Matt Jones, Charles Baker",Jesse Pinkman flees from the police and tries to escape his inner turmoil....,69679794.5,Drama,73.0,72.0,122.0,224266.0,730.0
The White Tiger,2021,91,100.114,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha",Balram Halwai (Adarsh Gourav) narrates his epic and darkly humorous rise from poor villager to successful entrepreneur in modern India....,69679794.5,Drama,71.0,76.0,125.0,58884.0,710.0
There Will Be Blood,2007,91,101.444,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds","Silver miner Daniel Plainview (Daniel Day-Lewis) leads a hardscrabble life with his son, H.W. (Dillon Freasier). When he hears about...",77208711.0,Drama,82.0,93.0,158.0,569777.0,820.0
The Disaster Artist,2017,91,117.27,James Franco,"James Franco, Dave Franco, Seth Rogen, Zac Efron",The incredible true story of aspiring filmmaker and Hollywood outsider Tommy Wiseau as he and his best friend defiantly pursue...,28717667.0,Comedy,73.0,76.0,104.0,150852.0,730.0
Phantom Thread,2017,91,113.203,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Camilla Rutherford",Renowned dressmaker Reynolds Woodcock and his sister Cyril are at the center of British fashion in 1950s London -- dressing...,47812199.0,Drama,74.0,90.0,130.0,128812.0,740.0
Mindhorn,2016,92,93.935,Sean Foley,"Julian Barratt, Essie Davis, Andrea Riseborough, Harriet Walter","A has-been actor, known for playing British detective Mindhorn, works alongside the police to catch a serial killer who will...",816452.0,Thriller,63.0,70.0,89.0,12617.0,630.0
Set It Up,2018,92,93.9,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them...,69679794.5,Comedy,65.0,62.0,105.0,50724.0,650.0
Beasts of No Nation,2015,92,101.803,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Opeyemi Fagbohungbe, Kurt Egyiawan","As civil war rages in Africa, a fierce warlord (Idris Elba) trains a young orphan (Abraham Attah) to join his...",90777.0,Drama,77.0,79.0,137.0,80228.0,770.0
Silver Linings Playbook,2012,92,102.814,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","After losing his job and wife, and spending time in a mental institution, Pat Solatano (Bradley Cooper) winds up living...",236412453.0,Comedy,77.0,81.0,122.0,698606.0,770.0
Da 5 Bloods,2020,92,113.343,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis",Four African American vets battle the forces of man and nature when they return to Vietnam seeking the remains of...,69679794.5,Drama,65.0,82.0,154.0,50328.0,650.0
Uncut Gems,2019,92,112.693,Benny Safdie,"Adam Sandler, LaKeith Stanfield, Julia Fox, Kevin Garnett",A charismatic jeweler makes a high-stakes bet that could lead to the windfall of a lifetime. In a precarious high-wire...,50023780.0,Drama,74.0,91.0,135.0,266492.0,740.0
Dunkirk,2017,92,128.499,Christopher Nolan,"Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles","In May 1940, Germany advanced into France, trapping Allied troops on the beaches of Dunkirk. Under air and ground cover...",518058826.0,Drama,78.0,94.0,106.0,632364.0,780.0
Hush,2016,93,95.453,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan",A deaf woman is stalked by a killer in her home....,13587246.0,Horror,66.0,67.0,82.0,126685.0,660.0
Cam,2018,93,98.629,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid","A camgirl has her principles, until a mysterious woman who looks just like her takes over her channel....",69679794.5,Drama,59.0,71.0,94.0,31129.0,590.0
Private Life,2018,93,98.891,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon",A couple coping with infertility struggle to keep their marriage going as they navigate through the world of adoption and...,69679794.5,Comedy,72.0,83.0,123.0,19397.0,720.0
"Yes, God, Yes",2019,93,100.558,Karen Maine,"Natalia Dyer, Christian Adam, Susan Blackwell, Alisha Boe",A Catholic girl finds herself having tempting thoughts after an AOL chat turns unexpectedly racy....,69679794.5,Comedy,61.0,71.0,78.0,14521.0,610.0
Saving Private Ryan,1998,93,100.748,Steven Spielberg,"Tom Hanks, Edward Burns, Tom Sizemore, Jeremy Davies","Captain John Miller (Tom Hanks) takes his men behind enemy lines to find Private James Ryan, whose three brothers have...",485035085.0,Drama,86.0,91.0,169.0,1346544.0,860.0
Midnight in Paris,2011,93,101.194,Woody Allen,"Owen Wilson, Rachel McAdams, Marion Cotillard, Michael Sheen","Gil Pender (Owen Wilson) is a screenwriter and aspiring novelist. Vacationing in Paris with his fiancee (Rachel McAdams), he has...",162275213.0,Comedy,77.0,81.0,94.0,416343.0,770.0
Hugo,2011,93,101.604,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz","Orphaned and alone except for an uncle, Hugo Cabret (Asa Butterfield) lives in the walls of a train station in...",180047784.0,Drama,75.0,83.0,126.0,319496.0,750.0
Looper,2012,93,104.254,Rian Johnson,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano","In a future society, time-travel exists, but it's only available to those with the means to pay for it on...",170466405.0,Drama,74.0,84.0,119.0,567012.0,740.0
Sorry to Bother You,2018,93,112.213,Boots Riley,"Lakeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick","In an alternate reality of present-day Oakland, Calif., telemarketer Cassius Green finds himself in a macabre universe after he discovers...",18285560.0,Comedy,69.0,80.0,112.0,75961.0,690.0
Midnight Run,1988,94,97.381,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton",When Eddie Moscone (Joe Pantoliano) hires tight-lipped bounty hunter Jack Walsh (Robert De Niro) to locate a mob accountant named...,81613606.0,Comedy,75.0,78.0,126.0,84883.0,750.0
Sword of Trust,2019,94,99.616,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell",A cantankerous pawnshop owner and his man-child employee team up with an out-of-town couple who are trying to hawk a...,322598.0,Comedy,63.0,70.0,88.0,3665.0,630.0
The Lost Daughter,2021,94,105.15,Maggie Gyllenhaal,"Olivia Colman, Dakota Johnson, Peter Sarsgaard, Jessie Buckley","Alone on a seaside vacation, Leda becomes consumed with a young mother and daughter as she watches them on the...",618109.0,Drama,67.0,86.0,121.0,56817.0,670.0
Her,2013,94,106.614,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara",A sensitive and soulful man earns a living by writing personal letters for other people. Left heartbroken after his marriage...,48043998.0,Drama,80.0,91.0,126.0,592651.0,800.0
Marriage Story,2019,94,119.134,Noah Baumbach,"Scarlett Johansson, Adam Driver, Azhy Robertson, Laura Dern",A stage director and his actor wife struggle through a grueling divorce that pushes them to their limits....,320349.0,Drama,79.0,94.0,137.0,294464.0,790.0
Klaus,2019,95,97.83,Sergio Pablos,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso",A desperate postman accidentally brings about the genesis of Santa Claus....,69679794.5,Comedy,81.0,65.0,96.0,141905.0,810.0
Nightcrawler,2014,95,106.231,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",Los Angeles denizen Louis Bloom (Jake Gyllenhaal) survives by scavenging and petty theft. He stumbles into a new career as...,50334418.0,Drama,78.0,76.0,117.0,524105.0,780.0
The Irishman,2019,95,124.303,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Anna Paquin","In the 1950s, truck driver Frank Sheeran gets involved with Russell Bufalino and his Pennsylvania crime family. As Sheeran climbs...",910234.0,Drama,78.0,94.0,209.0,372025.0,780.0
To All the Boys I've Loved Before,2018,96,98.484,Susan Johnson,"Lana Condor, John Corbett, Noah Centineo, Emilija Baranac",A teenage girl's love letters are exposed and wreak havoc on her life....,69679794.5,Comedy,71.0,64.0,99.0,103181.0,710.0
Taxi Driver,1976,96,104.379,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel","Suffering from insomnia, disturbed loner Travis Bickle (Robert De Niro) takes a job as a New York City cabbie, haunting...",28447834.0,Drama,83.0,94.0,114.0,796811.0,830.0
The Social Network,2010,96,108.688,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer","In 2003, Harvard undergrad and computer genius Mark Zuckerberg (Jesse Eisenberg) begins work on a new concept that eventually turns...",224922135.0,Drama,78.0,95.0,120.0,683050.0,780.0
Argo,2012,96,111.607,Ben Affleck,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman","On Nov. 4, 1979, militants storm the U.S. embassy in Tehran, Iran, taking 66 American hostages. Amid the chaos, six...",227140757.0,Drama,77.0,86.0,120.0,605829.0,770.0
Roma,2018,96,120.322,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Marco Graf, Fernando Grediaga",Cleo is one of two domestic workers who help Antonio and Sofía take care of their four children in 1970s...,1109544.0,Drama,77.0,96.0,135.0,154711.0,770.0
Aquarius,2016,97,104.993,Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Humberto Carrão, Carla Ribas","Clara, a 65-year-old widow and retired music critic, vows to live in her apartment until she dies after a developer...",2671506.0,Drama,70.0,70.0,42.0,12204.0,700.0
Mudbound,2017,97,112.22,Dee Rees,"Carey Mulligan, Jason Clarke, Jason Mitchell, Mary J. Blige","Set in the rural American South during World War II, Dee Rees' Mudbound is an epic story of two families...",53559.0,Drama,74.0,85.0,134.0,48366.0,740.0
Hunt for the Wilderpeople,2016,97,109.134,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",A boy (Julian Dennison) and his foster father (Sam Neill) become the subjects of a manhunt after they get stranded...,23900842.0,Comedy,78.0,81.0,101.0,127173.0,780.0
Dolemite Is My Name,2019,97,111.482,Craig Brewer,"Eddie Murphy, Wesley Snipes, Kodi Smit-McPhee, Keegan-Michael Key","Performer Rudy Ray Moore develops an outrageous character named Dolemite, who becomes an underground sensation and star of a kung-fu,...",69679794.5,Comedy,72.0,76.0,118.0,59960.0,720.0
Ma Rainey's Black Bottom,2020,97,119.14,George C. Wolfe,"Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo",Tensions and temperatures rise over the course of an afternoon recording session in 1920s Chicago as a band of musicians...,69679794.5,Drama,69.0,87.0,94.0,50476.0,690.0
The Square,2013,100,102.161,Jehane Noujaim,"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam",Egyptian revolutionaries battle their leaders and regime to build a new society....,8758343.0,Comedy,72.0,73.0,151.0,62274.0,720.0
Slumber Party Massacre,1982,42,35.902,Amy Jones,"Michele Michaels, Robin Stille, Michael Villela",Someone with a power drill shows up uninvited to Trish's (Michele Michaels) high-school pajama party....,69679794.5,Horror,50.0,70.0,86.0,1884.0,500.0
Maniac,1980,40,39.787,William Lustig,"Joe Spinell, Caroline Munro, Gail Lawrence, Kelly Piper",Childhood abuse triggers a man (Joe Spinell) to kill women and use their scalps to dress his mannequins....,10000000.0,Comedy,77.0,70.0,386.0,76132.0,770.0
Pieces,1982,46,46.302,Juan Piquer Simon,"Christopher George, Lynda Day George, Edmund Purdom, Paul L. Smith",A frustrated Boston detective searches for the maniac responsible for mutilating a number of university coeds....,1198346.0,Horror,60.0,68.0,85.0,10563.0,600.0
My Bloody Valentine,1981,58,58.38,George Mihalka,"Paul Kelman, Lori Hallier, Neil Affleck, Keith Knight",Friends defy the rules of a legendary murderer and discover he is real when they start celebrating Valentine's Day....,102836002.0,Horror,54.0,51.0,101.0,56536.0,540.0
The Prowler,1981,67,16.641,Joseph Zito,"Vicky Dawson, Christopher Goutman, Farley Granger, Lawrence Tierney","A crazed World War II veteran gets revenge on his ex-girlfriend and her boyfriend, then stalks teens 35 years later....",69679794.5,Horror,59.0,45.0,89.0,11215.0,590.0
Torso,1974,56,33.8,Sergio Martino,"Suzy Kendall, Tina Aumont, Luc Merenda","A hooded killer with a hacksaw stalks college coeds (Suzy Kendall, Tina Aumont)....",69679794.5,Horror,65.0,70.0,92.0,6624.0,650.0
The Burning,1981,80,39.787,Tony Maylam,"Brian Matthews, Leah Ayres, Brian Backer, Lou David","At summer camp, some teenagers pull a prank on the camp's caretaker, Cropsy (Lou David). But the joke goes terribly...",69679794.5,Horror,63.0,42.0,91.0,18579.0,630.0
Happy Death Day,2017,71,81.928,Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine, Rachel Matthews",Tree Gelbman is a blissfully self-centered collegian who wakes up on her birthday in the bed of a student named...,125010260.0,Comedy,66.0,58.0,96.0,135934.0,660.0
Child's Play,1988,71,72.918,Tom Holland,"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif","Gunned down by Detective Mike Norris (Chris Sarandon), dying murderer Charles Lee Ray (Brad Dourif) uses black magic to put...",44196684.0,Drama,57.0,48.0,90.0,50809.0,570.0
"Alice, Sweet Alice",1976,77,76.42,Alfred Sole,"Paula E. Sheppard, Brooke Shields, Linda Miller, Tom Signorelli","Favorite daughter Karen (Brooke Shields) is viciously strangled and set afire in church on the day of her First Communion,...",69679794.5,Horror,64.0,67.0,107.0,11168.0,640.0
Sleepaway Camp,1983,78,79.303,Robert Hiltzik,"Felissa Rose, Jonathan Tierston, Karen Fields, Christopher Collet",Bunks and the showers are a mad stabber's beat at a summer camp strictly for teens....,69679794.5,Horror,62.0,58.0,84.0,31808.0,620.0
Friday the 13th,1980,63,66.697,Sean S. Cunningham,"Betsy Palmer, Adrienne King, Harry Crosby, Laurie Bartram",Crystal Lake's history of murder doesn't deter counselors from setting up a summer camp in the woodsy area. Superstitious locals...,92670237.0,Horror,64.0,22.0,95.0,135749.0,640.0
Dressed to Kill,1980,80,84.192,Brian De Palma,"Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon","When Liz Blake (Nancy Allen), a prostitute, sees a mysterious woman brutally slay homemaker Kate Miller (Angie Dickinson), she finds...",31899000.0,Drama,71.0,74.0,104.0,40838.0,710.0
12 Angry Men,1957,100,106.929,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Ed Begley, E.G. Marshall","Following the closing arguments in a murder trial, the 12 members of the jury must deliberate, with a guilty verdict...",69679794.5,Drama,90.0,96.0,96.0,763942.0,900.0
Anatomy of a Murder,1959,100,104.341,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell","Semi-retired Michigan lawyer Paul Biegler (James Stewart) takes the case of Army Lt. Manion (Ben Gazzara), who murdered a local...",69679794.5,Drama,80.0,95.0,161.0,65508.0,800.0
Azor,2021,100,101.631,Andreas Fontana,"Fabrizio Rongione, Stéphanie Cléau, Elli Medeiros, Alexandre Trocki","Argentina, the late 1970s. Private banker Yvan (Fabrizio Rongione) arrives from Geneva with his wife Ines (Stéphanie Cléau) to replace...",79749.0,Thriller,66.0,88.0,100.0,2062.0,660.0
Balthazar,1966,100,103.938,Robert Bresson,"Anne Wiazemsky, François Lafarge, Philippe Asselin, Nathalie Joyaut","This thoughtful and unique French film reveals the surprisingly deep connection between Marie (Anne Wiazemsky), a sensitive farm girl, and...",69679794.5,Thriller,75.0,70.0,52.0,1402.0,750.0
Battleship Potemkin,1925,100,110.364,S. M. Eisenstein,"Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Mikhail Gomorov","When they are fed rancid meat, the sailors on the Potemkin revolt against their harsh conditions. Led by Vakulinchuk (Aleksandr...",69679794.5,Thriller,80.0,97.0,66.0,57063.0,800.0
Before Sunrise,1995,100,102.545,Richard Linklater,"Ethan Hawke, Julie Delpy, Erni Mangold, Hanno Poeschl","On his way to Vienna, American Jesse (Ethan Hawke) meets Celine (Julie Delpy), a student returning to Paris. After long...",5691852.0,Drama,81.0,77.0,101.0,298619.0,810.0
Cool Hand Luke,1967,100,104.352,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio","When petty criminal Luke Jackson (Paul Newman) is sentenced to two years in a Florida prison farm, he doesn't play...",16218162.0,Drama,81.0,92.0,127.0,174527.0,810.0
The Gold Rush,1925,100,108.463,Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray, Georgia Hale","In this classic silent comedy, the Little Tramp (Charles Chaplin) heads north to join in the Klondike gold rush. Trapped...",69679794.5,Adventure,82.0,70.0,95.0,109735.0,820.0
The Grapes of Wrath,1940,100,105.084,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin","The Joad clan, introduced to the world in John Steinbeck's iconic novel, is looking for a better life in California....",69679794.5,Drama,81.0,96.0,129.0,91642.0,810.0
Grave of the Fireflies,1988,100,102.212,Isao Takahata,"J. Robert Spencer, Rhoda Chrosite, Amy Jones, Veronica Taylor",A teenager (J. Robert Spencer) is charged with the care of his younger sister (Rhoda Chrosite) after an Allied firebombing...,69679794.5,Drama,85.0,94.0,89.0,266784.0,850.0
Henry V,1989,100,102.702,Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Brian Blessed, Ian Holm","In this gritty screen adaptation of Shakespeare's play about the heroic and ruthless king, Henry V of England (Kenneth Branagh)...",10176701.0,Drama,70.0,70.0,137.0,6417.0,700.0
The Kid,1921,100,110.657,Charlie Chaplin,"Charlie Chaplin, Jack Coogan, Edna Purviance, Carl Miller",Chaplin's first full-length feature is a silent masterpiece about a little tramp who discovers a little orphan and brings him...,69688384.0,Comedy,83.0,70.0,68.0,124521.0,830.0
